차 이름,모델명,가격,주요제원[엔진형식],주요제원[과급방식],주요제원[배기량],주요제원[연료],주요제원[연비(등급)],주요제원[승차인원],주요제원[구동방식],주요제원[변속기],엔진[엔진형식],엔진[배기량],엔진[연료],엔진[최대출력],엔진[최대토크],성능[최고속도],성능[가속성능(0~100km/h)],성능[제동성능],성능[연비(등급)],성능[CO²배출량],치수[전장],치수[전폭],치수[전고],치수[축거],치수[윤거전],치수[윤거후],치수[공차중량],치수[승차인원],치수[전륜타이어],치수[후륜타이어],섀시[구동방식],섀시[변속기],섀시[전륜서스펜션],섀시[후륜서스펜션],섀시[전륜제동장치],섀시[후륜제동장치],섀시[스티어링],Error,Error
2019 포터2,2.5 디젤 더블캡,"1,667~2,055만원",l4,싱글터보,"2,497cc",디젤,자동8.6km/ℓ(4등급~5등급)수동9.4km/ℓ(4등급),정보없음,후륜구동,"자동5단,수동6단",l4,"2,497cc",디젤,133hp,26.5kg.m,정보없음,정보없음,정보없음,자동8.6km/ℓ(4등급~5등급)수동9.4km/ℓ(4등급),207.0~227.0g/km,"4,810~5,135mm","1,740mm","1,970mm","2,430~2,640mm","1,485mm","1,320mm","1,835~1,880kg",정보없음,195mm/70/15inch,145mm/정보없음/13inch,후륜구동,"자동5단,수동6단",정보없음,정보없음,정보없음,정보없음,정보없음,,
2019 포터2,2.5 디젤 일반캡...,"1,730~1,959만원",l4,싱글터보,"2,497cc",디젤,수동8.8km/ℓ(5등급),정보없음,풀타임4륜구동,수동6단,l4,"2,497cc",디젤,133hp,26.5kg.m,정보없음,정보없음,정보없음,수동8.8km/ℓ(5등급),223.0g/km,"4,850mm","1,740mm","2,100mm","2,430mm","1,505mm","1,420mm","1,975kg",정보없음,195mm/70/15inch,145mm/정보없음/15inch,풀타임4륜구동,수동6단,정보없음,정보없음,정보없음,정보없음,정보없음,,
2019 포터2,2.5 디젤 더블캡...,"1,867~2,096만원",l4,싱글터보,"2,497cc",디젤,수동8.8km/ℓ(5등급),정보없음,풀타임4륜구동,수동6단,l4,"2,497cc",디젤,133hp,26.5kg.m,정보없음,정보없음,정보없음,수동8.8km/ℓ(5등급),223.0g/km,"4,810mm","1,740mm","2,100mm","2,430mm","1,505mm","1,420mm","1,975kg",정보없음,195mm/70/15inch,145mm/정보없음/15inch,풀타임4륜구동,수동6단,정보없음,정보없음,정보없음,정보없음,정보없음,,
2020 i10,1.0 가솔린 터보,가격정보없음,I3,싱글터보,정보없음,가솔린,수동4.7ℓ/100km,5인승,전륜구동,수동5단,I3,정보없음,가솔린,100hp,17.5kg.m,정보없음,정보없음,정보없음,수동4.7ℓ/100km,107.0g/km,"3,675mm","1,680mm","1,483mm","2,425mm","1,467mm","1,478mm",정보없음,5인승,195mm/45/16inch,195mm/45/16inch,전륜구동,수동5단,맥퍼슨스트럿,코일스프링,디스크,디스크,랙앤피니언,,
2020 i10,1.2 가솔린,가격정보없음,I4,싱글터보,"1,248cc",가솔린,자동5.5ℓ/100km수동5.3ℓ/100km,5인승,전륜구동,"자동5단,수동5단",I4,"1,248cc",가솔린,84hp,12.0kg.m,171km/h,12.6~15.8초,정보없음,자동5.5ℓ/100km수동5.3ℓ/100km,107.0g/km,"3,675mm","1,680mm","1,483mm","2,425mm","1,467mm","1,478mm",935kg,5인승,185~195mm/45~55/15~16inch,185~195mm/45~55/15~16inch,전륜구동,"자동5단,수동5단",맥퍼슨스트럿,코일스프링,디스크,디스크,랙앤피니언,,
2020 i10,1.0 가솔린,"9,500파운드",I3,자연흡기,999cc,가솔린,자동5.3ℓ/100km수동5.1ℓ/100km,5인승,전륜구동,"자동5단,수동5단",I3,999cc,가솔린,66hp,9.8kg.m,156km/h,14.6~17.3초,정보없음,자동5.3ℓ/100km수동5.1ℓ/100km,103.0g/km,"3,675mm","1,680mm","1,483mm","2,425mm","1,467mm","1,478mm",정보없음,5인승,175~185mm/55~65/14~15inch,175~185mm/55~65/14~15inch,전륜구동,"자동5단,수동5단",맥퍼슨스트럿,코일스프링,디스크,디스크,랙앤피니언,,
2020 i20,1.2 가솔린,"559,000루피",I3,자연흡기,"1,197cc",가솔린,정보없음,5인승,전륜구동,수동5단,I3,"1,197cc",가솔린,84hp,12.0kg.m,정보없음,정보없음,정보없음,정보없음,정보없음,"4,040mm","1,750mm","1,450mm","2,580mm",정보없음,정보없음,정보없음,5인승,185mm/65/15inch,185mm/65/15inch,전륜구동,수동5단,정보없음,정보없음,V디스크,디스크,랙앤피니언,,
2020 i20,1.0 가솔린 터보,"941,000루피",I3,싱글터보,998cc,가솔린,정보없음정보없음,5인승,전륜구동,"수동6단,자동(DCT)7단",I3,998cc,가솔린,100hp,17.5kg.m,정보없음,정보없음,정보없음,정보없음정보없음,정보없음,"4,040mm","1,750mm","1,450mm","2,580mm",정보없음,정보없음,정보없음,5인승,185mm/65/15inch,185mm/65/15inch,전륜구동,"수동6단,자동(DCT)7단",정보없음,정보없음,V디스크,디스크,랙앤피니언,,
2020 i30,1.6 디젤,가격정보없음,I4,싱글터보,"1,598cc",디젤,정보없음정보없음,5인승,전륜구동,"수동6단,자동(DCT)7단",I4,"1,598cc",디젤,136hp,28.6~32.6kg.m,200km/h,9.9~10.2초,정보없음,정보없음정보없음,정보없음,"4,340mm","1,795mm","1,455mm","2,650mm",정보없음,정보없음,"1,313~1,343kg",5인승,정보없음,정보없음,전륜구동,"수동6단,자동(DCT)7단",맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2020 i30,1.5 가솔린 터보,가격정보없음,I4,싱글터보,"1,482cc",가솔린,정보없음정보없음,5인승,전륜구동,"수동6단,자동(DCT)7단",I4,"1,482cc",가솔린,160hp,25.8kg.m,210km/h,8.4~8.6초,정보없음,정보없음정보없음,정보없음,"4,340mm","1,795mm","1,455mm","2,650mm",정보없음,정보없음,"1,250~1,282kg",5인승,정보없음,정보없음,전륜구동,"수동6단,자동(DCT)7단",맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2020 i30 왜건,1.5 가솔린 터보,가격정보없음,I4,싱글터보,"1,482cc",가솔린,정보없음정보없음,5인승,전륜구동,"수동6단,자동(DCT)7단",I4,"1,482cc",가솔린,160hp,25.8kg.m,210km/h,8.4~8.6초,정보없음,정보없음정보없음,정보없음,"4,585mm","1,795mm","1,465mm","2,650mm",정보없음,정보없음,"1,277~1,307kg",5인승,정보없음,정보없음,전륜구동,"수동6단,자동(DCT)7단",맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2020 i30 왜건,1.6 디젤,가격정보없음,I4,싱글터보,"1,598cc",디젤,정보없음정보없음,5인승,전륜구동,"수동6단,자동(DCT)7단",I4,"1,598cc",디젤,136hp,28.6~32.6kg.m,200km/h,9.9~10.2초,정보없음,정보없음정보없음,정보없음,"4,585mm","1,795mm","1,465mm","2,650mm",정보없음,정보없음,"1,340~1,370kg",5인승,정보없음,정보없음,전륜구동,"수동6단,자동(DCT)7단",맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2020 i30 패스트백,1.5 가솔린 터보,가격정보없음,I4,싱글터보,"1,482cc",가솔린,정보없음정보없음,5인승,전륜구동,"수동6단,자동(DCT)7단",I4,"1,482cc",가솔린,160hp,25.8kg.m,210km/h,8.4~8.6초,정보없음,정보없음정보없음,정보없음,"4,455mm","1,795mm","1,425mm","2,650mm",정보없음,정보없음,"1,277~1,302kg",5인승,정보없음,정보없음,전륜구동,"수동6단,자동(DCT)7단",맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2020 i30 패스트백,1.6 디젤,가격정보없음,I4,싱글터보,"1,598cc",디젤,정보없음정보없음,5인승,전륜구동,"수동6단,자동(DCT)7단",I4,"1,598cc",디젤,136hp,28.6~32.6kg.m,200km/h,9.9~10.2초,정보없음,정보없음정보없음,정보없음,"4,455mm","1,795mm","1,425mm","2,650mm",정보없음,정보없음,"1,335~1,365kg",5인승,정보없음,정보없음,전륜구동,"수동6단,자동(DCT)7단",맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2020 그랜드 스타렉스,2.5 디젤 어반 4WD,"2,910~3,280만원",l4,싱글터보,"2,497cc",디젤,자동8.9km/ℓ(5등급),9인승,파트타임4륜구동,자동5단,l4,"2,497cc",디젤,175hp,46.0kg.m,정보없음,정보없음,정보없음,자동8.9km/ℓ(5등급),220.0g/km,"5,150mm","1,920mm","1,970mm","3,200mm","1,685mm","1,660mm","2,440kg",9인승,215mm/65/17inch,215mm/65/17inch,파트타임4륜구동,자동5단,맥퍼슨스트럿,5링크,디스크,디스크,랙앤피니언,,
2020 그랜드 스타렉스,2.5 디젤 어반,"2,720~3,090만원",l4,싱글터보,"2,497cc",디젤,자동9.4km/ℓ(4등급),9인승,후륜구동,자동5단,l4,"2,497cc",디젤,175hp,46.0kg.m,정보없음,정보없음,정보없음,자동9.4km/ℓ(4등급),210.0g/km,"5,150mm","1,920mm","1,925mm","3,200mm","1,685mm","1,660mm","2,330kg",9인승,215mm/65/17inch,215mm/65/17inch,후륜구동,자동5단,맥퍼슨스트럿,5링크,디스크,디스크,랙앤피니언,,
2020 그랜드 스타렉스,2.4 LPi 왜건,"2,370만원",l4,자연흡기,"2,359cc",LPG,자동6.1km/ℓ(5등급),9인승,후륜구동,자동4단,l4,"2,359cc",LPG,159hp,23.0kg.m,정보없음,정보없음,정보없음,자동6.1km/ℓ(5등급),218.0g/km,"5,150mm","1,920mm","1,925mm","3,200mm","1,685mm","1,660mm","2,359kg",9인승,215mm/65/17inch,215mm/65/17inch,후륜구동,자동4단,맥퍼슨스트럿,5링크,디스크,디스크,랙앤피니언,,
2020 그랜드 스타렉스,2.5 디젤 왜건,"2,365~2,750만원",l4,싱글터보,"2,497cc",디젤,자동9.7km/ℓ(4등급)수동10.9km/ℓ(4등급),11~12인승,후륜구동,"자동5단,수동6단",l4,"2,497cc",디젤,140~175hp,36.0~46.0kg.m,정보없음,정보없음,정보없음,자동9.7km/ℓ(4등급)수동10.9km/ℓ(4등급),177.0~203.0g/km,"5,150mm","1,920mm","1,925mm","3,200mm","1,685mm","1,660mm","2,250~2,280kg",11~12인승,215mm/65/16~17inch,215mm/65/16~17inch,후륜구동,"자동5단,수동6단",맥퍼슨스트럿,5링크,디스크,디스크,랙앤피니언,,
2020 그랜드 스타렉스,2.5 디젤 밴 5인승,"2,254~2,594만원",l4,싱글터보,"2,497cc",디젤,자동10.0km/ℓ(4등급)수동11.0km/ℓ(4등급),5인승,후륜구동,"자동5단,수동6단",l4,"2,497cc",디젤,140~175hp,36.0~46.0kg.m,정보없음,정보없음,정보없음,자동10.0km/ℓ(4등급)수동11.0km/ℓ(4등급),175.0~196.0g/km,"5,150mm","1,920mm","1,935mm","3,200mm","1,685mm","1,660mm","2,115~2,140kg",5인승,215mm/70/16inch,215mm/70/16inch,후륜구동,"자동5단,수동6단",맥퍼슨스트럿,리프스프링,디스크,디스크,랙앤피니언,,
2020 그랜드 스타렉스,2.5 디젤 밴 3인승,"2,209~2,479만원",l4,싱글터보,"2,497cc",디젤,자동10.0km/ℓ(4등급)수동11.0km/ℓ(4등급),3인승,후륜구동,"자동5단,수동6단",l4,"2,497cc",디젤,140~175hp,36.0~46.0kg.m,정보없음,정보없음,정보없음,자동10.0km/ℓ(4등급)수동11.0km/ℓ(4등급),175.0~196.0g/km,"5,150mm","1,920mm","1,935mm","3,200mm","1,685mm","1,660mm","2,035~2,060kg",3인승,215mm/70/16inch,215mm/70/16inch,후륜구동,"자동5단,수동6단",맥퍼슨스트럿,리프스프링,디스크,디스크,랙앤피니언,,
2020 그랜드 스타렉스,2.5 디젤 왜건 4WD,"2,815~2,940만원",l4,싱글터보,"2,497cc",디젤,자동8.9km/ℓ(5등급),11~12인승,파트타임4륜구동,자동5단,l4,"2,497cc",디젤,175hp,46.0kg.m,정보없음,정보없음,정보없음,자동8.9km/ℓ(5등급),222.0g/km,"5,150mm","1,920mm","1,970mm","3,200mm","1,685mm","1,660mm","2,435kg",11~12인승,215mm/65/17inch,215mm/65/17inch,파트타임4륜구동,자동5단,맥퍼슨스트럿,5링크,디스크,디스크,랙앤피니언,,
2020 그랜저,3.0 LPi,"3,328~3,716만원",V6,자연흡기,"2,999cc",LPG,자동7.4~7.5km/ℓ(5등급),5인승,전륜구동,자동6단,V6,"2,999cc",LPG,235hp,28.6kg.m,정보없음,정보없음,정보없음,자동7.4~7.5km/ℓ(5등급),177.0~180.0g/km,"4,990mm","1,875mm","1,470mm","2,885mm","1,607~1,612mm","1,615~1,620mm","1,640~1,665kg",5인승,225~245mm/45~55/17~18inch,225~245mm/45~55/17~18inch,전륜구동,자동6단,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2020 그랜저,2.5 가솔린,"3,294~4,108만원",I4,자연흡기,"2,497cc",가솔린,자동11.1~11.9km/ℓ(3등급~4등급),5인승,전륜구동,자동8단,I4,"2,497cc",가솔린,198hp,25.3kg.m,정보없음,정보없음,정보없음,자동11.1~11.9km/ℓ(3등급~4등급),142.0~153.0g/km,"4,990mm","1,875mm","1,470mm","2,885mm","1,602~1,612mm","1,610~1,620mm","1,575~1,625kg",5인승,225~245mm/40~55/17~19inch,225~245mm/40~55/17~19inch,전륜구동,자동8단,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2020 그랜저,장애인용,"3,172~3,555만원",V6,자연흡기,"2,999cc",LPG,자동7.4~7.5km/ℓ(5등급),5인승,전륜구동,자동6단,V6,"2,999cc",LPG,235hp,28.6kg.m,정보없음,정보없음,정보없음,자동7.4~7.5km/ℓ(5등급),177.0~180.0g/km,"4,990mm","1,875mm","1,470mm","2,885mm","1,607~1,612mm","1,615~1,620mm","1,640~1,665kg",5인승,225~245mm/45~55/17~18inch,225~245mm/45~55/17~18inch,전륜구동,자동6단,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2020 그랜저,3.3 가솔린,"3,578~4,349만원",V6,자연흡기,"3,342cc",가솔린,자동9.6~9.7km/ℓ(4등급),5인승,전륜구동,자동8단,V6,"3,342cc",가솔린,290hp,35.0kg.m,정보없음,정보없음,정보없음,자동9.6~9.7km/ℓ(4등급),178.0~179.0g/km,"4,990mm","1,875mm","1,470mm","2,885mm","1,602~1,607mm","1,610~1,615mm","1,660~1,670kg",5인승,245mm/40~45/18~19inch,245mm/40~45/18~19inch,전륜구동,자동8단,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2020 벨로스터 N,2.0 가솔린 터보,"3,019~3,460만원",l4,싱글터보,"1,998cc",가솔린,수동10.5~10.7km/ℓ(4등급)DCT10.2km/ℓ(4등급),5인승,전륜구동,"수동6단,자동(DCT)8단",l4,"1,998cc",가솔린,250~275hp,36.0kg.m,정보없음,정보없음,정보없음,수동10.5~10.7km/ℓ(4등급)DCT10.2km/ℓ(4등급),159.0~167.0g/km,"4,265mm","1,810mm","1,395~1,400mm","2,650mm","1,555~1,573mm","1,564~1,566mm","1,380~1,460kg",5인승,225~235mm/35~40/18~19inch,225~235mm/35~40/18~19inch,전륜구동,"수동6단,자동(DCT)8단",맥퍼슨스트럿,멀티링크,V디스크,"V디스크,디스크",랙앤피니언,,
2020 싼타페,2.2 디젤 AWD,"3,348~4,212만원",I4,싱글터보,"2,151cc",디젤,DCT12.8~13.5km/ℓ(3등급),5인승,풀타임4륜구동,자동(DCT)8단,I4,"2,151cc",디젤,202hp,45.0kg.m,정보없음,정보없음,정보없음,DCT12.8~13.5km/ℓ(3등급),141.0~149.0g/km,"4,785~4,800mm","1,900mm","1,685~1,710mm","2,765mm","1,637~1,646mm","1,647~1,656mm","1,800~1,835kg",5인승,235~255mm/45~60/18~20inch,235~255mm/45~60/18~20inch,풀타임4륜구동,자동(DCT)8단,맥퍼슨스트럿,멀티링크,디스크,디스크,랙앤피니언,,
2020 싼타페,2.2 디젤,"3,122~3,986만원",I4,싱글터보,"2,151cc",디젤,DCT13.6~14.2km/ℓ(2등급~3등급),5인승,전륜구동,자동(DCT)8단,I4,"2,151cc",디젤,202hp,45.0kg.m,정보없음,정보없음,정보없음,DCT13.6~14.2km/ℓ(2등급~3등급),134.0~139.0g/km,"4,785~4,800mm","1,900mm","1,685~1,710mm","2,765mm","1,637~1,646mm","1,647~1,656mm","1,735~1,770kg",5인승,235~255mm/40~60/18~20inch,235~255mm/40~60/18~20inch,전륜구동,자동(DCT)8단,맥퍼슨스트럿,멀티링크,디스크,디스크,랙앤피니언,,
2020 쏘나타,1.6 가솔린 터보...,"2,489~3,367만원",I4,싱글터보,"1,591cc",가솔린,자동13.2~13.7km/ℓ(3등급),5인승,전륜구동,자동8단,I4,"1,591cc",가솔린,180hp,27.0kg.m,정보없음,정보없음,정보없음,자동13.2~13.7km/ℓ(3등급),122.0~127.0g/km,"4,900mm","1,860mm","1,445mm","2,840mm","1,633mm","1,640mm","1,420~1,460kg",5인승,215~235mm/45~55/17~18inch,215~235mm/45~55/17~18inch,전륜구동,자동8단,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2020 쏘나타,장애인용,"2,568~3,180만원",I4,자연흡기,"1,999cc",LPG,자동9.8~10.3km/ℓ(4등급),5인승,전륜구동,자동6단,I4,"1,999cc",LPG,146hp,19.5kg.m,정보없음,정보없음,정보없음,자동9.8~10.3km/ℓ(4등급),126.0~133.0g/km,"4,900mm","1,860mm","1,445mm","2,840mm","1,618~1,633mm","1,625~1,640mm","1,410~1,475kg",5인승,205~235mm/45~65/16~18inch,205~235mm/45~65/16~18inch,전륜구동,자동6단,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2020 쏘나타,2.0 LPi,"2,641~3,313만원",I4,자연흡기,"1,999cc",LPG,자동9.8~10.3km/ℓ(4등급),5인승,전륜구동,자동6단,I4,"1,999cc",LPG,146hp,19.5kg.m,정보없음,정보없음,정보없음,자동9.8~10.3km/ℓ(4등급),126.0~133.0g/km,"4,900mm","1,860mm","1,445mm","2,840mm","1,618~1,633mm","1,625~1,640mm","1,410~1,475kg",5인승,205~235mm/45~65/16~18inch,205~235mm/45~65/16~18inch,전륜구동,자동6단,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2020 쏘나타,2.0 가솔린,"2,386~3,298만원",I4,자연흡기,"1,999cc",가솔린,자동13.0~13.3km/ℓ(3등급),5인승,전륜구동,자동6단,I4,"1,999cc",가솔린,160hp,20.0kg.m,정보없음,정보없음,정보없음,자동13.0~13.3km/ℓ(3등급),126.0~129.0g/km,"4,900mm","1,860mm","1,445mm","2,840mm","1,618~1,633mm","1,625~1,640mm","1,405~1,470kg",5인승,205~235mm/45~65/16~18inch,205~235mm/45~65/16~18inch,전륜구동,자동6단,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2020 아반떼,N라인,"2,179~2,779만원",I4,싱글터보,"1,598cc",가솔린,수동12.3km/ℓ(3등급)DCT12.8km/ℓ(3등급),5인승,전륜구동,"수동6단,자동(DCT)7단",I4,"1,598cc",가솔린,204hp,27.0kg.m,정보없음,정보없음,정보없음,수동12.3km/ℓ(3등급)DCT12.8km/ℓ(3등급),130.0~136.0g/km,"4,675mm","1,825mm","1,420mm","2,720mm","1,566mm","1,581mm","1,310~1,340kg",5인승,225mm/40/18inch,225mm/40/18inch,전륜구동,"수동6단,자동(DCT)7단",맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,,
2020 아반떼,장애인용,"2,119~2,144만원",I4,자연흡기,"1,591cc",LPG,자동10.5km/ℓ(4등급),5인승,전륜구동,자동6단,I4,"1,591cc",LPG,120hp,15.5kg.m,정보없음,정보없음,정보없음,자동10.5km/ℓ(4등급),123.0g/km,"4,650mm","1,825mm","1,420mm","2,720mm","1,585mm","1,596mm","1,240kg",5인승,205mm/55/16inch,205mm/55/16inch,전륜구동,자동6단,맥퍼슨스트럿,토션빔,V디스크,디스크,랙앤피니언,,
2020 아반떼,1.6 LPi,"1,855~2,223만원",I4,자연흡기,"1,591cc",LPG,자동10.5~10.6km/ℓ(4등급),5인승,전륜구동,자동6단,I4,"1,591cc",LPG,120hp,15.5kg.m,정보없음,정보없음,정보없음,자동10.5~10.6km/ℓ(4등급),122.0~123.0g/km,"4,650mm","1,825mm","1,420mm","2,720mm","1,585~1,593mm","1,596~1,604mm","1,220~1,240kg",5인승,195~205mm/55~65/15~16inch,195~205mm/55~65/15~16inch,전륜구동,자동6단,맥퍼슨스트럿,토션빔,V디스크,디스크,랙앤피니언,,
2020 아반떼,1.6 가솔린,"1,570~2,453만원",I4,자연흡기,"1,598cc",가솔린,수동14.4km/ℓ(2등급)CVT14.9~15.4km/ℓ(2등급),5인승,전륜구동,"수동6단,자동(CVT)",I4,"1,598cc",가솔린,123hp,15.7kg.m,정보없음,정보없음,정보없음,수동14.4km/ℓ(2등급)CVT14.9~15.4km/ℓ(2등급),106.0~115.0g/km,"4,650mm","1,825mm","1,420mm","2,720mm","1,585~1,593mm","1,596~1,604mm","1,185~1,245kg",5인승,195~205mm/55~65/15~16inch,195~205mm/55~65/15~16inch,전륜구동,"수동6단,자동(CVT)",맥퍼슨스트럿,토션빔,V디스크,디스크,랙앤피니언,,
2020 아우라,1.2 가솔린,"580,000루피",I3,자연흡기,"1,197cc",가솔린,정보없음,5인승,전륜구동,수동5단,I3,"1,197cc",가솔린,83hp,11.6kg.m,정보없음,정보없음,정보없음,정보없음,정보없음,"3,995mm","1,680mm","1,520mm","2,450mm",정보없음,정보없음,정보없음,5인승,165mm/70/14inch,165mm/70/14inch,전륜구동,수동5단,맥퍼슨스트럿,토션빔,디스크,드럼,랙앤피니언,,
2020 코나,1.6 디젤 4WD,"2,292~2,624만원",I4,싱글터보,"1,598cc",디젤,DCT15.3~15.7km/ℓ(2등급),5인승,파트타임4륜구동,자동(DCT)7단,I4,"1,598cc",디젤,136hp,32.6kg.m,정보없음,정보없음,정보없음,DCT15.3~15.7km/ℓ(2등급),119.0~123.0g/km,"4,165mm","1,800mm","1,565mm","2,600mm","1,575mm","1,584mm","1,455~1,470kg",5인승,205~215mm/55~60/16~17inch,205~215mm/55~60/16~17inch,파트타임4륜구동,자동(DCT)7단,맥퍼슨스트럿,멀티링크,디스크,디스크,랙앤피니언,,
2020 코나,1.6 디젤,"2,105~2,437만원",I4,싱글터보,"1,598cc",디젤,DCT17.3~17.5km/ℓ(1등급),5인승,전륜구동,자동(DCT)7단,I4,"1,598cc",디젤,136hp,32.6kg.m,정보없음,정보없음,정보없음,DCT17.3~17.5km/ℓ(1등급),105.0~107.0g/km,"4,165mm","1,800mm","1,565mm","2,600mm","1,575mm","1,584mm","1,370~1,380kg",5인승,205~215mm/55~60/16~17inch,205~215mm/55~60/16~17inch,전륜구동,자동(DCT)7단,맥퍼슨스트럿,토션빔,디스크,디스크,랙앤피니언,,
2020 코나,1.6 가솔린 4WD,"2,101~2,433만원",I4,싱글터보,"1,591cc",가솔린,DCT11.1~11.3km/ℓ(4등급),5인승,파트타임4륜구동,자동(DCT)7단,I4,"1,591cc",가솔린,177hp,27.0kg.m,정보없음,정보없음,정보없음,DCT11.1~11.3km/ℓ(4등급),147.0~150.0g/km,"4,165mm","1,800mm","1,565mm","2,600mm","1,575mm","1,584mm","1,400~1,425kg",5인승,205~215mm/55~60/16~17inch,205~215mm/55~60/16~17inch,파트타임4륜구동,자동(DCT)7단,맥퍼슨스트럿,멀티링크,디스크,디스크,랙앤피니언,,
2020 코나,1.6 가솔린,"1,914~2,246만원",I4,싱글터보,"1,591cc",가솔린,DCT12.6~12.8km/ℓ(3등급),5인승,전륜구동,자동(DCT)7단,I4,"1,591cc",가솔린,177hp,27.0kg.m,정보없음,정보없음,정보없음,DCT12.6~12.8km/ℓ(3등급),128.0~131.0g/km,"4,165mm","1,800mm","1,565mm","2,600mm","1,575mm","1,584mm","1,320~1,330kg",5인승,205~215mm/55~60/16~17inch,205~215mm/55~60/16~17inch,전륜구동,자동(DCT)7단,맥퍼슨스트럿,토션빔,디스크,디스크,랙앤피니언,,
2020 크레타,1.5 가솔린,"1,064,000루피",I4,자연흡기,"1,498cc",가솔린,정보없음정보없음,5인승,전륜구동,"수동6단,자동(DCT)7단",I4,"1,498cc",가솔린,140hp,14.7kg.m,정보없음,정보없음,정보없음,정보없음정보없음,정보없음,"4,300mm","1,790mm","1,622mm","2,610mm",정보없음,정보없음,정보없음,5인승,정보없음,정보없음,전륜구동,"수동6단,자동(DCT)7단",정보없음,정보없음,정보없음,정보없음,랙앤피니언,,
2020 크레타,1.5 디젤,가격정보없음,I4,싱글터보,"1,497cc",디젤,정보없음정보없음,5인승,전륜구동,"수동6단,토크컨버터6단",I4,"1,497cc",디젤,115hp,25.5kg.m,정보없음,정보없음,정보없음,정보없음정보없음,정보없음,"4,300mm","1,790mm","1,622mm","2,610mm",정보없음,정보없음,정보없음,5인승,정보없음,정보없음,전륜구동,"수동6단,토크컨버터6단",정보없음,정보없음,정보없음,정보없음,랙앤피니언,,
